cik,name,alias,alias_clean,alias_source
0000917225,SOLITARIO RESOURCES CORP,Solitario Exploration & Royalty Corp,solitario exploration royalty,ticker_map_name
0000917520,INTEGRA LIFESCIENCES HOLDNGS,Integra Lifesciences Holdings Corp,integra lifesciences,ticker_map_name
0000918251,MOTORCAR PARTS OF AMER INC,Motorcar Parts America Inc,motorcar parts america,ticker_map_name
0000919012,AMERN EAGLE OUTFITTERS INC,American Eagle Outfitters Inc,american eagle outfitters,ticker_map_name
0000919864,FINWARD BANCORP,Northwest Indiana Bancorp,northwest indiana bancorp,ticker_map_name
0000920148,LABCORP HOLDINGS INC,Laboratory Corp Of America Holdings,laboratory corp of america,ticker_map_name
0000921114,ARMATA PHARMACEUTICALS INC,Ampliphi Biosciences Corp,ampliphi biosciences,ticker_map_name
0000921557,REPUBLIC BANCORP INC/KY,Republic Bancorp Inc,republic bancorp,ticker_map_name
0000921825,FIRST INDL REALTY TRUST INC,First Industrial Realty Trust Inc,first industrial realty trust,ticker_map_name
0000922864,APARTMENT INVST & MGMT CO,Apartment Investment & Management Co,apartment investment management,ticker_map_name
0000923120,GREENBRIER COS INC (THE),Greenbrier Companies Inc,greenbrier companies,ticker_map_name
0000924383,GENASYS INC,Lrad Corp,lrad,ticker_map_name
0000924805,FREEDOM HOLDING CORP,BMB Munai Inc,bmb munai,ticker_map_name
0000924822,MILLER INDUSTRIES INC/TN,Miller Industries Inc,miller industries,ticker_map_name
0000926423,MIND TECHNOLOGY INC,Mitcham Industries Inc,mitcham industries,ticker_map_name
0000926617,ASPIRA WOMENS HEALTH INC,Vermillion Inc,vermillion,ticker_map_name
0000927003,ADVANCED ENERGY INDS INC,Advanced Energy Industries Inc,advanced energy industries,ticker_map_name
0000927066,DAVITA INC,Davita Healthcare Partners Inc,davita healthcare partners,ticker_map_name
0000928658,COVENANT LOGISTICS GROUP INC,Covenant Transportation Group Inc,covenant transportation,ticker_map_name
0000929008,WESCO INTL INC,Wesco International Inc,wesco international,ticker_map_name
0000929351,STARZ ENTERTAINMENT CORP,Lions Gate Entertainment Corp,lions gate entertainment,ticker_map_name
0000931015,POLARIS INC,Polaris Industries Inc,polaris industries,ticker_map_name
0000932021,GLOBAL TECHNOLOGIES LTD,Interactive Flight Technologies Inc,interactive flight technologies,ticker_map_name
0000932781,FIRST COMMUNITY CORP/SC,First Community Corp,first community,ticker_map_name
0000933036,UPBOUND GROUP INC,Rent A Center Inc De,rent a center inc de,ticker_map_name
0000933136,MR COOPER GROUP INC,Wmi Holdings Corp,wmi,ticker_map_name
0000933972,374WATER INC,Powerverde Inc,powerverde,ticker_map_name
0000933974,AZENTA INC,Brooks Automation Inc,brooks automation,ticker_map_name
0000936528,WAFD INC,Washington Federal Inc,washington federal,ticker_map_name
0000940942,HUB GROUP INC  -CL A,Hub Group Inc,hub,ticker_map_name
0000943452,WABTEC CORP,Westinghouse Air Brake Technologies Corp,westinghouse air brake technologies,ticker_map_name
0000945114,GLOBAL INDUSTRIAL CO,Systemax Inc,systemax,ticker_map_name
0000945394,SERVICE PROPERTIES TRUST,Hospitality Properties Trust,hospitality properties trust,ticker_map_name
0000945983,CLIMB GLOBAL SOLUTIONS INC,Wayside Technology Group Inc,wayside technology,ticker_map_name
0000946486,WINDTREE THERAPEUTICS INC,Discovery Laboratories Inc,discovery laboratories,ticker_map_name
0000946581,TAKE-TWO INTERACTIVE SFTWR,Take Two Interactive Software Inc,take two interactive software,ticker_map_name
0000947559,FIRST BANCSHARES INC/MS,First Bancshares Inc,first bancshares,ticker_map_name
0000949039,DIAMOND OFFSHRE DRILLING INC,Diamond Offshore Drilling Inc,diamond offshore drilling,ticker_map_name
0000949858,ACHIEVE LIFE SCIENCES INC,Oncogenex Pharmaceuticals Inc,oncogenex pharmaceuticals,ticker_map_name
0000949870,BOSTON BEER INC  -CL A,Boston Beer Co Inc,boston beer,ticker_map_name
0001000045,OLD MARKET CAPITAL CORP,Nicholas Financial Inc,nicholas financial,ticker_map_name
0001000623,MATIV HOLDINGS INC,Schweitzer Mauduit International Inc,schweitzer mauduit international,ticker_map_name
0001001233,SANGAMO THERAPEUTICS INC,Sangamo Biosciences Inc,sangamo biosciences,ticker_map_name
0001003078,MSC INDUSTRIAL DIRECT  -CL A,MSC Industrial Direct Co Inc,msc industrial direct,ticker_map_name
0001004155,SOUTHERN CO GAS,Agl Resources Inc,agl resources,ticker_map_name
0001004434,AFFILIATED MANAGERS GRP INC,Affiliated Managers Group Inc,affiliated managers,ticker_map_name
0001005210,SUBURBAN PROPANE PRTNRS  -LP,Suburban Propane Partners LP,suburban propane partners lp,ticker_map_name
0001005757,CSG SYSTEMS INTL INC,CSG Systems International Inc,csg systems international,ticker_map_name
0001011060,NORDICUS PARTNERS CORP,Advansource Biomaterials Corp,advansource biomaterials,ticker_map_name
0001012477,AVADEL PHARMACEUTICALS PLC,Flamel Technologies SA,flamel technologies sa,ticker_map_name
0001013880,TTEC HOLDINGS INC,Teletech Holdings Inc,teletech,ticker_map_name
0001013934,STRATEGIC EDUCATION INC,Strayer Education Inc,strayer education,ticker_map_name
0001014739,OPTION CARE HEALTH INC,Bioscrip Inc,bioscrip,ticker_map_name
0001014763,AINOS INC,Amarillo Biosciences Inc,amarillo biosciences,ticker_map_name
0001015383,OUTDOOR HOLDING CO,Retrospettiva Inc,retrospettiva,ticker_map_name
0001017480,HIBBETT INC,Hibbett Sports Inc,hibbett sports,ticker_map_name
0001018399,ENTERPRISE BANCORP INC/MA,Enterprise Bancorp Inc,enterprise bancorp,ticker_map_name
0001018724,AMAZON.COM INC,Amazon Com Inc,amazon com,ticker_map_name
0001018840,ABERCROMBIE & FITCH  -CL A,Abercrombie & Fitch Co,abercrombie fitch,ticker_map_name
0001019034,BIO-KEY INTERNATIONAL INC,Bio Key International Inc,bio key international,ticker_map_name
0001021561,NU SKIN ENTERPRISES  -CL A,Nu Skin Enterprises Inc,nu skin enterprises,ticker_map_name
0001021860,NOV INC,National Oilwell Varco Inc,national oilwell varco,ticker_map_name
0001022505,SIDECHANNEL INC,National Scientific Corp,national scientific,ticker_map_name
0001022652,INSEEGO CORP,Novatel Wireless Inc,novatel wireless,ticker_map_name
0001023994,OLENOX INDUSTRIES INC,SG Blocks Inc,sg blocks,ticker_map_name
0001024795,HELIOS TECHNOLOGIES INC,Sun Hydraulics Corp,sun hydraulics,ticker_map_name
0001025835,ENTERPRISE FINL SERVICES CP,Enterprise Financial Services Corp,enterprise financial services,ticker_map_name
0001026214,FEDERAL HOME LOAN MORTG CORP,Federal Home Loan Mortgage Corp,federal home loan mortgage,ticker_map_name
0001035443,ALEXANDRIA R E EQUITIES INC,Alexandria Real Estate Equities Inc,alexandria real estate equities,ticker_map_name
0001035976,FNCB BANCORP INC,First National Community Bancorp Inc,first national community bancorp,ticker_map_name
0001036044,IDENTIV INC,Identive Group Inc,identive,ticker_map_name
0001037540,BXP INC,Boston Properties Inc,boston properties,ticker_map_name
0001037646,METTLER-TOLEDO INTL INC,Mettler Toledo International Inc,mettler toledo international,ticker_map_name
0001037676,ARCH RESOURCES INC,Arch Coal Inc,arch coal,ticker_map_name
0001038773,SMARTFINANCIAL INC,Cornerstone Bancshares Inc,cornerstone bancshares,ticker_map_name
0001039466,NOVACCESS GLOBAL INC,Xsunx Inc,xsunx,ticker_map_name
0001039828,AMERICAN NATIONAL GROUP INC,American Equity Investment Life Holding Co,american equity investment life,ticker_map_name
0001040829,RYMAN HOSPITALITY PPTYS INC,Ryman Hospitality Properties Inc,ryman hospitality properties,ticker_map_name
0001040896,INTELLICHECK INC,Intellicheck Mobilisa Inc,intellicheck mobilisa,ticker_map_name
0001041514,LESAKA TECHNOLOGIES INC,Net 1 Ueps Technologies Inc,net 1 ueps technologies,ticker_map_name
0001041657,URBAN ONE INC,Radio One Inc,radio one,ticker_map_name
0001042187,YUNHONG GREEN CTI LTD,Cti Industries Corp,cti industries,ticker_map_name
0001042418,INHIBITOR THERAPEUTICS INC,Hedgepath Pharmaceuticals Inc,hedgepath pharmaceuticals,ticker_map_name
0001043000,SONIDA SENIOR LIVING INC,Capital Senior Living Corp,capital senior living,ticker_map_name
0001043509,SONIC AUTOMOTIVE INC  -CL A,Sonic Automotive Inc,sonic automotive,ticker_map_name
0001043961,PRECIPIO INC,Transgenomic Inc,transgenomic,ticker_map_name
0001044777,ONESPAN INC,Vasco Data Security International Inc,vasco data security international,ticker_map_name
0001046311,CHOICE HOTELS INTL INC,Choice Hotels International Inc,choice hotels international,ticker_map_name
0001046568,PERDOCEO EDUCATION CORP,Career Education Corp,career education,ticker_map_name
0001048286,MARRIOTT INTL INC,Marriott International Inc,marriott international,ticker_map_name
0001048695,F5 INC,F5 Networks Inc,f5 networks,ticker_map_name
0001049502,MKS INC,MKS Instruments Inc,mks instruments,ticker_map_name
0001050441,EAGLE BANCORP INC/MD,Eagle Bancorp Inc,eagle bancorp,ticker_map_name
0001050446,STRATEGY INC,Microstrategy Inc,microstrategy,ticker_map_name
0001051343,COMMUNITY WEST BANCSHRS -OLD,Community West Bancshares,community west bancshares,ticker_map_name
0001051470,CROWN CASTLE INC,Crown Castle International Corp,crown castle international,ticker_map_name
0001053691,CERVOMED INC,Stratus Media Group Inc,stratus media,ticker_map_name
0001056285,BRAND HOUSE COLLECTIVE INC,Kirklands Inc,kirklands,ticker_map_name
0001056288,FEDERATED HERMES INC,Federated Investors Inc,federated investors,ticker_map_name
0001057706,FIRST BANCORP P R,First Bancorp,first bancorp,ticker_map_name
0001058290,COGNIZANT TECH SOLUTIONS,Cognizant Technology Solutions Corp,cognizant technology solutions,ticker_map_name
0001059142,GREYSTONE HSG IMPT INVTS LP,America First Multifamily Investors LP,america first multifamily investors lp,ticker_map_name
0001062231,DAUCH CORP,American Axle & Manufacturing Holdings Inc,american axle manufacturing,ticker_map_name
0001065059,CENTRUS ENERGY CORP,Usec Inc,usec,ticker_map_name
0001065078,NETWORK-1 TECHNOLOGIES INC,Network 1 Technologies Inc,network 1 technologies,ticker_map_name
0001066605,HEIDRICK & STRUGGLES INTL,Heidrick & Struggles International Inc,heidrick struggles international,ticker_map_name
0001066764,BIMERGEN ENERGY CORP,Spine Pain Management Inc,spine pain management,ticker_map_name
0001066923,FUTURE FINTECH GROUP INC,Skypeople Fruit Juice Inc,skypeople fruit juice,ticker_map_name
0001067294,CRACKER BARREL OLD CTRY STOR,Cracker Barrel Old Country Store Inc,cracker barrel old country store,ticker_map_name
0001069183,AXON ENTERPRISE INC,Taser International Inc,taser international,ticker_map_name
0001069258,KRATOS DEFENSE & SECURITY,Kratos Defense & Security Solutions Inc,kratos defense security solutions,ticker_map_name
0001069530,FILANA THERAPEUTICS INC,Pain Therapeutics Inc,pain therapeutics,ticker_map_name
0001070423,PLAINS ALL AMER PIPELNE  -LP,Plains All American Pipeline LP,plains all american pipeline lp,ticker_map_name
0001070985,CORECIVIC INC,Corrections Corp Of America,corrections corp of america,ticker_map_name
0001074828,USBC INC,Visualant Inc,visualant,ticker_map_name
0001075415,DIVERSIFIED HEALTHCARE TRUST,Senior Housing Properties Trust,senior housing properties trust,ticker_map_name
0001075531,BOOKING HOLDINGS INC,Priceline Com Inc,priceline com,ticker_map_name
0001076930,NOVANTA INC,Gsi Group Inc,gsi,ticker_map_name
0001078207,BOWFLEX INC,Nautilus Inc,nautilus,ticker_map_name
0001080014,INNOVIVA INC,Theravance Inc,theravance,ticker_map_name
0001081745,INTELLINETICS INC,Globalwise Investments Inc,globalwise investments,ticker_map_name
0001081938,CANNAPHARMARX INC,Golden Dragon Holding Co,golden dragon,ticker_map_name
0001082733,VISIUM TECHNOLOGIES INC,Nustate Energy Holdings Inc,nustate energy,ticker_map_name
0001083301,TERAWULF INC,Ikonics Corp,ikonics,ticker_map_name
0001083446,ASTRANA HEALTH INC,Apollo Medical Holdings Inc,apollo medical,ticker_map_name
0001084048,ZIFF DAVIS INC,J2 Global Inc,j2 global,ticker_map_name
0001084475,VIDEO RIVER NETWORKS INC,Nighthawk Systems Inc,nighthawk systems,ticker_map_name
0001084869,1-800-FLOWERS.COM,1 800 Flowers Com Inc,1 800 flowers com,ticker_map_name
0001086600,ALLIANCE RESOURCE PTNRS  -LP,Alliance Resource Partners LP,alliance resource partners lp,ticker_map_name
0001086745,STABLEX TECHNOLOGIES INC,WPCS International Inc,wpcs international,ticker_map_name
0001088034,USIO INC,Payment Data Systems Inc,payment data systems,ticker_map_name
0001089815,ELITE HEALTH SYSTEMS INC,US Neurosurgical Inc,us neurosurgical,ticker_map_name
0001089872,GAIA INC,Gaiam Inc,gaiam,ticker_map_name
0001090009,SOUTHERN FIRST BANKSHARES,Southern First Bancshares Inc,southern first bancshares,ticker_map_name
0001091748,ARGO GROUP INTL HOLDINGS LTD,Argo Group International Holdings LTD,argo group international,ticker_map_name
0001094831,BGC GROUP INC,BGC Partners Inc,bgc partners,ticker_map_name
0001095073,EVEREST GROUP LTD,Everest Re Group LTD,everest re,ticker_map_name
0001095981,PLUS THERAPEUTICS INC,Cytori Therapeutics Inc,cytori therapeutics,ticker_map_name
0001096275,WORKSPORT LTD,Franchise Holdings International Inc,franchise holdings international,ticker_map_name
0001100682,CHARLES RIVER LABS INTL INC,Charles River Laboratories International Inc,charles river laboratories international,ticker_map_name
0001101215,BREAD FINANCIAL HOLDINGS INC,Alliance Data Systems Corp,alliance data systems,ticker_map_name
0001101680,DZS INC,Zhone Technologies Inc,zhone technologies,ticker_map_name
0001103795,QS ENERGY INC,Save The World Air Inc,save the world air,ticker_map_name
0001104038,VERIFYME INC,Laserlock Technologies Inc,laserlock technologies,ticker_map_name
0001107280,OCULUS INC,Oculus Visiontech Inc,oculus visiontech,ticker_map_name
0001107421,ALAUNOS THERAPEUTICS INC,Ziopharm Oncology Inc,ziopharm oncology,ticker_map_name
0001108134,BEACON FINANCIAL CORP,Berkshire Hills Bancorp Inc,berkshire hills bancorp,ticker_map_name
0001108426,TXNM ENERGY INC,PNM Resources Inc,pnm resources,ticker_map_name
0001108524,SALESFORCE INC,Salesforce Com Inc,salesforce com,ticker_map_name
0001108645,CORRELATE ENERGY CORP,Frontier Oilfield Services Inc,frontier oilfield services,ticker_map_name
0001113809,BUILD-A-BEAR WORKSHOP INC,Build A Bear Workshop Inc,build a bear workshop,ticker_map_name
0001114483,INTEGER HOLDINGS CORP,Greatbatch Inc,greatbatch,ticker_map_name
0001114927,FIRST NORTHN CMNTY BANCORP,First Northern Community Bancorp,first northern community bancorp,ticker_map_name
0001115055,PINNACLE FINL PARTNERS INC,Pinnacle Financial Partners Inc,pinnacle financial partners,ticker_map_name
0001116132,TAPESTRY INC,Coach Inc,coach,ticker_map_name
0001117171,CBAK ENERGY TECHNOLOGY INC,China Bak Battery Inc,china bak battery,ticker_map_name
0001120193,NASDAQ INC,Nasdaq Omx Group Inc,nasdaq omx,ticker_map_name
0001120370,BROADWIND INC,Broadwind Energy Inc,broadwind energy,ticker_map_name
0001120970,COMSTOCK INC,Comstock Mining Inc,comstock mining,ticker_map_name
0001121484,OIL STATES INTL INC,Oil States International Inc,oil states international,ticker_map_name
0001121702,YIELD10 BIOSCIENCE INC,Metabolix Inc,metabolix,ticker_map_name
0001121795,GHST WORLD INC,Ghost Technology Inc,ghost technology,ticker_map_name
0001122976,AVIENT CORP,Polyone Corp,polyone,ticker_map_name
0001124105,GYRE THERAPEUTICS INC,Targacept Inc,targacept,ticker_map_name
0001125259,CARNIVAL CORP/PLC (GBR),Carnival PLC,carnival,ticker_map_name
0001126328,PRINCIPAL FINANCIAL GRP INC,Principal Financial Group Inc,principal financial,ticker_map_name
0001126956,SPIRE INC,Laclede Group Inc,laclede,ticker_map_name
0001127371,COMMUNITY WEST BANCSHARES,Central Valley Community Bancorp,central valley community bancorp,ticker_map_name
0001128361,HOPE BANCORP INC,BBCN Bancorp Inc,bbcn bancorp,ticker_map_name
0001130144,SIERRA BANCORP/CA,Sierra Bancorp,sierra bancorp,ticker_map_name
0001130713,BED BATH & BEYOND INC,Overstockcom Inc,overstockcom,ticker_map_name
0001134115,INTERNATIONAL TOWER HILL MIN,International Tower Hill Mines LTD,international tower hill mines,ticker_map_name
0001136174,ONTRAK INC,Catasys Inc,catasys,ticker_map_name
0001136869,ZIMMER BIOMET HOLDINGS INC,Zimmer Holdings Inc,zimmer,ticker_map_name
0001136893,FIDELITY NATIONAL INFO SVCS,Fidelity National Information Services Inc,fidelity national information services,ticker_map_name
0001138476,PACIFIC HEALTH CARE ORG INC,Pacific Health Care Organization Inc,pacific health care organization,ticker_map_name
0001140102,HIREQUEST INC,Command Center Inc,command center,ticker_map_name
0001140536,WILLIS TOWERS WATSON PLC,Willis Group Holdings PLC,willis,ticker_map_name
0001140859,CENCORA INC,Amerisourcebergen Corp,amerisourcebergen,ticker_map_name
0001141688,LANDMARK BANCORP INC/KS,Landmark Bancorp Inc,landmark bancorp,ticker_map_name
0001144215,ACUITY INC,Acuity Brands Inc,acuity brands,ticker_map_name
0001156039,ELEVANCE HEALTH INC,Wellpoint Inc,wellpoint,ticker_map_name
0001157408,STRIDE INC,K12 Inc,k12,ticker_map_name
0001157601,MADRIGAL PHARMACEUTICALS INC,Synta Pharmaceuticals Corp,synta pharmaceuticals,ticker_map_name
0001158324,COGENT COMMUNICATIONS HLDGS,Cogent Communications Group Inc,cogent communications,ticker_map_name
0001158780,PLURI INC,Pluristem Therapeutics Inc,pluristem therapeutics,ticker_map_name
0001160308,SAVARA INC,Mast Therapeutics Inc,mast therapeutics,ticker_map_name
0001162194,STANDARD BIOTOOLS INC,Fluidigm Corp,fluidigm,ticker_map_name
0001162896,PRAIRIE OPERATING CO,Wizard World Inc,wizard world,ticker_map_name
0001164727,NEWMONT CORP,Newmont Mining Corp,newmont mining,ticker_map_name
0001164863,ENPRO INC,Enpro Industries Inc,enpro industries,ticker_map_name
0001166003,XPO INC,Xpo Logistics Inc,xpo logistics,ticker_map_name
0001167419,RIOT PLATFORMS INC,Venaxis Inc,venaxis,ticker_map_name
0001169445,TRUBRIDGE INC,Computer Programs & Systems Inc,computer programs systems,ticker_map_name
0001173204,CINEVERSE CORP,Cinedigm Corp,cinedigm,ticker_map_name
0001173514,HYSTER YALE INC,Hyster-yale Materials Handling Inc,hysteryale materials handling,ticker_map_name
0001174891,CALETHOS INC,Realsource Residential Inc,realsource residential,ticker_map_name
0001175454,CORPAY INC,Fleetcor Technologies Inc,fleetcor technologies,ticker_map_name
